time,x,y
2200.0,454,372
2200.5,454,372
2201.0,454,372
2201.5,454,372
2202.0,454,372
2202.5,454,372
2203.0,454,372
2203.5,454,372
2204.0,454,372
2204.5,454,372
2205.0,454,372
2205.5,454,372
2206.0,454,372
2206.5,454,372
2207.0,454,372
2207.5,454,372
2192.5,450,372
2192.0,448,373
2193.5,451,372
2193.0,451,372
2194.5,451,372
2194.0,451,372
2195.5,451,372
2195.0,451,372
2196.5,454,372
2196.0,451,372
2197.5,454,372
2197.0,454,372
2198.5,454,372
2198.0,454,372
2199.5,454,372
2199.0,454,372
2185.0,449,378
2185.5,449,378
2184.0,449,378
2184.5,449,378
2187.0,449,378
2187.5,449,378
2186.0,449,378
2186.5,449,378
2189.0,449,378
2189.5,449,378
2188.0,449,378
2188.5,449,378
2191.0,423,373
2191.5,441,373
2190.0,435,376
2190.5,409,375
2177.5,449,378
2177.0,449,378
2176.5,449,378
2176.0,449,378
2179.5,449,378
2179.0,449,378
2178.5,449,378
2178.0,449,378
2181.5,449,378
2181.0,449,378
2180.5,449,378
2180.0,449,378
2183.5,449,378
2183.0,449,378
2182.5,449,378
2182.0,449,378
2234.0,446,369
2234.5,446,369
2235.0,446,369
2235.5,446,369
2232.0,446,367
2232.5,446,369
2233.0,446,369
2233.5,446,369
2238.0,446,369
2238.5,446,369
2239.0,446,369
2239.5,446,369
2236.0,446,369
2236.5,446,369
2237.0,446,369
2237.5,446,369
2226.5,446,367
2226.0,446,367
2227.5,446,367
2227.0,446,367
2224.5,446,367
2224.0,446,367
2225.5,446,367
2225.0,446,367
2230.5,446,367
2230.0,446,367
2231.5,446,367
2231.0,446,367
2228.5,446,367
2228.0,446,367
2229.5,446,367
2229.0,446,367
2219.0,454,373
2219.5,454,373
2218.0,454,373
2218.5,454,373
2217.0,454,373
2217.5,454,373
2216.0,454,373
2216.5,454,373
2223.0,441,367
2223.5,441,367
2222.0,441,367
2222.5,441,367
2221.0,442,369
2221.5,442,369
2220.0,454,373
2220.5,454,373
2211.5,454,372
2211.0,454,372
2210.5,454,372
2210.0,454,372
2209.5,454,372
2209.0,454,372
2208.5,454,372
2208.0,454,372
2215.5,454,373
2215.0,454,372
2214.5,454,372
2214.0,454,372
2213.5,454,372
2213.0,454,372
2212.5,454,372
2212.0,454,372
2268.5,298,356
2268.0,298,356
2269.5,319,376
2269.0,309,360
2270.5,335,383
2270.0,327,382
2271.5,333,383
2271.0,333,383
2264.5,285,355
2264.0,285,355
2265.5,285,355
2265.0,285,355
2266.5,285,355
2266.0,285,355
2267.5,294,356
2267.0,285,355
2260.0,285,354
2260.5,285,354
2261.0,285,354
2261.5,285,354
2262.0,285,354
2262.5,285,354
2263.0,285,354
2263.5,285,355
2256.0,289,354
2256.5,288,354
2257.0,285,354
2257.5,285,354
2258.0,285,354
2258.5,285,354
2259.0,285,354
2259.5,285,354
2253.5,290,355
2253.0,297,361
2252.5,308,361
2252.0,328,357
2255.5,289,354
2255.0,290,355
2254.5,290,355
2254.0,290,355
2249.5,394,353
2249.0,394,353
2248.5,409,350
2248.0,413,349
2251.5,354,350
2251.0,360,350
2250.5,367,351
2250.0,384,351
2245.0,444,368
2245.5,441,367
2244.0,452,370
2244.5,452,370
2247.0,433,364
2247.5,421,354
2246.0,440,367
2246.5,439,367
2241.0,446,369
2241.5,446,369
2240.0,446,369
2240.5,446,369
2243.0,452,369
2243.5,452,369
2242.0,446,369
2242.5,446,369
2302.5,338,383
2302.0,338,383
2303.5,338,383
2303.0,338,383
2300.5,338,383
2300.0,338,383
2301.5,338,383
2301.0,338,383
2298.5,338,383
2298.0,338,383
2299.5,338,383
2299.0,338,383
2296.5,338,383
2296.0,338,383
2297.5,338,383
2297.0,338,383
2294.0,338,383
2294.5,338,383
2295.0,338,383
2295.5,338,383
2292.0,338,383
2292.5,338,383
2293.0,338,383
2293.5,338,383
2290.0,338,383
2290.5,338,383
2291.0,338,383
2291.5,338,383
2288.0,338,383
2288.5,338,383
2289.0,338,383
2289.5,338,383
2287.5,338,383
2287.0,338,383
2286.5,338,383
2286.0,338,383
2285.5,338,383
2285.0,338,383
2284.5,338,383
2284.0,338,385
2283.5,338,385
2283.0,338,385
2282.5,336,385
2282.0,336,385
2281.5,335,386
2281.0,335,386
2280.5,335,386
2280.0,335,386
2279.0,335,386
2279.5,335,386
2278.0,335,386
2278.5,335,386
2277.0,335,386
2277.5,335,386
2276.0,335,386
2276.5,335,386
2275.0,335,386
2275.5,335,386
2274.0,335,385
2274.5,335,385
2273.0,335,385
2273.5,335,385
2272.0,333,384
2272.5,333,384
2065.5,287,357
2065.0,287,357
2064.5,287,357
2064.0,287,357
2067.5,287,357
2067.0,287,357
2066.5,287,357
2066.0,287,357
2069.5,287,357
2069.0,287,357
2068.5,287,357
2068.0,287,357
2071.5,287,357
2071.0,287,357
2070.5,287,357
2070.0,287,357
2073.0,316,367
2073.5,334,369
2072.0,263,362
2072.5,268,369
2075.0,400,368
2075.5,433,368
2074.0,354,367
2074.5,389,369
2077.0,470,368
2077.5,481,368
2076.0,443,368
2076.5,452,368
2079.0,537,370
2079.5,552,371
2078.0,501,367
2078.5,520,368
2048.5,287,357
2048.0,287,357
2049.5,287,357
2049.0,287,357
2050.5,287,357
2050.0,287,357
2051.5,287,357
2051.0,287,357
2052.5,287,357
2052.0,287,357
2053.5,287,357
2053.0,287,357
2054.5,287,357
