time,x,y
2200.0,286,360
2200.5,286,360
2201.0,282,360
2201.5,261,359
2202.0,256,363
2202.5,252,362
2203.0,236,359
2203.5,211,358
2204.0,190,359
2204.5,183,357
2205.0,149,357
2205.5,106,351
2206.0,99,350
2206.5,85,345
2207.0,89,336
2207.5,106,331
2192.5,448,371
2192.0,455,371
2193.5,412,369
2193.0,438,371
2194.5,381,370
2194.0,385,367
2195.5,332,363
2195.0,354,363
2196.5,303,357
2196.0,320,362
2197.5,295,355
2197.0,298,354
2198.5,287,361
2198.0,293,362
2199.5,286,360
2199.0,286,360
2185.0,438,343
2185.5,438,343
2184.0,438,343
2184.5,438,343
2187.0,441,345
2187.5,442,345
2186.0,438,343
2186.5,438,343
2189.0,457,364
2189.5,457,366
2188.0,443,351
2188.5,448,357
2191.0,456,371
2191.5,456,371
2190.0,456,371
2190.5,456,371
2177.5,438,343
2177.0,438,343
2176.5,438,343
2176.0,438,343
2179.5,438,343
2179.0,438,343
2178.5,438,343
2178.0,438,343
2181.5,438,343
2181.0,438,343
2180.5,438,343
2180.0,438,343
2183.5,438,343
2183.0,438,343
2182.5,438,343
2182.0,438,343
2234.0,284,366
2234.5,293,364
2235.0,325,362
2235.5,355,368
2232.0,106,366
2232.5,135,364
2233.0,180,364
2233.5,217,360
2238.0,342,382
2238.5,334,379
2239.0,307,380
2239.5,293,379
2236.0,370,378
2236.5,380,381
2237.0,370,384
2237.5,359,383
2226.5,284,388
2226.0,312,386
2227.5,240,368
2227.0,266,382
2224.5,362,418
2224.0,379,420
2225.5,317,397
2225.0,331,403
2230.5,107,354
2230.0,127,358
2231.5,105,362
2231.0,104,354
2228.5,177,364
2228.0,201,367
2229.5,145,358
2229.0,167,360
2219.0,351,412
2219.5,413,426
2218.0,197,404
2218.5,289,412
2217.0,91,386
2217.5,136,396
2216.0,58,367
2216.5,74,375
2223.0,460,430
2223.5,412,423
2222.0,513,429
2222.5,490,431
2221.0,510,435
2221.5,532,429
2220.0,454,428
2220.5,500,437
2211.5,165,331
2211.0,223,332
2210.5,243,334
2210.0,249,334
2209.5,225,334
2209.0,193,334
2208.5,185,338
2208.0,127,334
2215.5,59,364
2215.0,70,363
2214.5,47,348
2214.0,65,343
2213.5,87,338
2213.0,90,340
2212.5,133,335
2212.0,161,333
2268.5,138,351
2268.0,138,351
2269.5,138,351
2269.0,138,351
2270.5,138,351
2270.0,138,351
2271.5,138,351
2271.0,138,351
2264.5,138,351
2264.0,138,351
2265.5,138,351
2265.0,138,351
2266.5,138,351
2266.0,138,351
2267.5,138,351
2267.0,138,351
2260.0,138,351
2260.5,138,351
2261.0,138,351
2261.5,138,351
2262.0,138,351
2262.5,138,351
2263.0,138,351
2263.5,138,351
2256.0,138,351
2256.5,138,351
2257.0,138,351
2257.5,138,351
2258.0,138,351
2258.5,138,351
2259.0,138,351
2259.5,138,351
2253.5,138,351
2253.0,138,351
2252.5,138,351
2252.0,138,351
2255.5,138,351
2255.0,138,351
2254.5,138,351
2254.0,138,351
2249.5,137,351
2249.0,136,351
2248.5,136,349
2248.0,152,351
2251.5,138,351
2251.0,138,351
2250.5,138,351
2250.0,138,351
2245.0,168,352
2245.5,166,352
2244.0,170,347
2244.5,168,352
2247.0,163,351
2247.5,163,351
2246.0,163,351
2246.5,163,351
2241.0,224,368
2241.5,221,367
2240.0,274,377
2240.5,252,371
2243.0,182,357
2243.5,173,354
2242.0,190,355
2242.5,186,357
2302.5,148,349
2302.0,148,349
2303.5,148,349
2303.0,148,349
2300.5,148,349
2300.0,148,349
2301.5,148,349
2301.0,148,349
2298.5,148,349
2298.0,148,349
2299.5,148,349
2299.0,148,349
2296.5,148,349
2296.0,148,349
2297.5,148,349
2297.0,148,349
2294.0,148,349
2294.5,148,349
2295.0,148,349
2295.5,148,349
2292.0,148,349
2292.5,148,349
2293.0,148,349
2293.5,148,349
2290.0,148,349
2290.5,148,349
2291.0,148,349
2291.5,148,349
2288.0,146,350
2288.5,146,350
2289.0,148,349
2289.5,148,349
2287.5,146,350
2287.0,144,350
2286.5,143,350
2286.0,142,350
2285.5,138,350
2285.0,138,350
2284.5,138,350
2284.0,138,350
2283.5,138,350
2283.0,138,350
2282.5,138,350
2282.0,138,350
2281.5,138,350
2281.0,137,350
2280.5,136,351
2280.0,136,351
2279.0,135,351
2279.5,136,351
2278.0,135,351
2278.5,135,351
2277.0,135,351
2277.5,135,351
2276.0,135,351
2276.5,135,351
2275.0,138,351
2275.5,136,351
2274.0,138,351
2274.5,138,351
2273.0,138,351
2273.5,138,351
2272.0,138,351
2272.5,138,351
2065.5,439,343
2065.0,439,343
2064.5,439,343
2064.0,439,343
2067.5,439,343
2067.0,439,343
2066.5,439,343
2066.0,439,343
2069.5,439,343
2069.0,439,343
2068.5,439,343
2068.0,439,343
2071.5,439,343
2071.0,439,343
2070.5,439,343
2070.0,439,343
2073.0,439,343
2073.5,439,343
2072.0,439,343
2072.5,439,343
2075.0,439,343
2075.5,439,343
2074.0,439,343
2074.5,439,343
2077.0,439,343
2077.5,439,343
2076.0,439,343
2076.5,439,343
2079.0,439,343
2079.5,439,343
2078.0,439,343
2078.5,439,343
2048.5,439,343
2048.0,439,343
2049.5,439,343
2049.0,439,343
2050.5,439,343
2050.0,439,343
2051.5,439,343
2051.0,439,343
2052.5,439,343
2052.0,439,343
2053.5,439,343
2053.0,439,343
2054.5,439,343
2054.0,439,343
2055.5,439,343
2055.0,439,343
2056.0,439,343
2056.5,439,343
2057.0,439,343
2057.5,439,343
2058.0,439,343
2058.5,439,343
2059.0,439,343
2059.5,439,343
2060.0,439,343
2060.5,439,343
2061.0,439,343
2061.5,439,343
2062.0,439,343
2062.5,439,343
2063.0,439,343
2063.5,439,343
2099.5,438,343
2099.0,438,343
2098.5,438,343
2098.0,438,343
2097.5,438,343
2097.0,438,343
2096.5,438,343
2096.0,438,343
2103.5,438,343
2103.0,438,343
2102.5,438,343
2102.0,438,343
2101.5,438,343
2101.0,438,343
2100.5,438,343
2100.0,438,343
2107.0,438,343
2107.5,438,343
2106.0,438,343
2106.5,438,343
2105.0,438,343
2105.5,438,343
2104.0,438,343
2104.5,438,343
2111.0,438,343
2111.5,438,343
2110.0,438,343
2110.5,438,343
2109.0,438,343
2109.5,438,343
2108.0,438,343
2108.5,438,343
2082.5,439,343
2082.0,439,343
2083.5,439,343
2083.0,439,343
2080.5,439,343
2080.0,439,343
2081.5,439,343
2081.0,439,343
2086.5,439,343
2086.0,439,343
2087.5,439,343
2087.0,439,343
2084.5,439,343
2084.0,439,343
2085.5,439,343
2085.0,439,343
2090.0,439,343
2090.5,439,343
2091.0,439,343
2091.5,439,343
2088.0,439,343
2088.5,439,343
2089.0,439,343
2089.5,439,343
2094.0,438,343
2094.5,438,343
2095.0,438,343
2095.5,438,343
2092.0,439,343
2092.5,439,343
2093.0,438,343
2093.5,438,343
2133.0,438,343
2133.5,438,343
2132.0,438,343
2132.5,438,343
2135.0,438,343
2135.5,438,343
2134.0,438,343
2134.5,438,343
2129.0,438,343
2129.5,438,343
2128.0,438,343
2128.5,438,343
2131.0,438,343
2131.5,438,343
2130.0,438,343
2130.5,438,343
2141.5,438,343
2141.0,438,343
2140.5,438,343
2140.0,438,343
2143.5,438,343
2143.0,438,343
2142.5,438,343
2142.0,438,343
2137.5,438,343
2137.0,438,343
2136.5,438,343
2136.0,438,343
2139.5,438,343
2139.0,438,343
2138.5,438,343
2138.0,438,343
2116.0,438,343
2116.5,438,343
2117.0,438,343
2117.5,438,343
2118.0,438,343
2118.5,438,343
2119.0,438,343
2119.5,438,343
2112.0,438,343
2112.5,438,343
2113.0,438,343
2113.5,438,343
2114.0,438,343
2114.5,438,343
2115.0,438,343
2115.5,438,343
2124.5,438,343
2124.0,438,343
2125.5,438,343
2125.0,438,343
2126.5,438,343
2126.0,438,343
2127.5,438,343
2127.0,438,343
2120.5,438,343
2120.0,438,343
2121.5,438,343
2121.0,438,343
2122.5,438,343
2122.0,438,343
2123.5,438,343
2123.0,438,343
2167.0,438,343
2167.5,438,343
2166.0,438,343
2166.5,438,343
2165.0,438,343
2165.5,438,343
2164.0,438,343
2164.5,438,343
2163.0,438,343
2163.5,438,343
2162.0,438,343
2162.5,438,343
2161.0,438,343
2161.5,438,343
2160.0,438,343
2160.5,438,343
2175.5,438,343
2175.0,438,343
2174.5,438,343
2174.0,438,343
2173.5,438,343
2173.0,438,343
2172.5,438,343
2172.0,438,343
2171.5,438,343
2171.0,438,343
2170.5,438,343
2170.0,438,343
2169.5,438,343
2169.0,438,343
2168.5,438,343
2168.0,438,343
2150.0,438,343
2150.5,438,343
2151.0,438,343
2151.5,438,343
2148.0,438,343
2148.5,438,343
2149.0,438,343
2149.5,438,343
2146.0,438,343
2146.5,438,343
2147.0,438,343
2147.5,438,343
2144.0,438,343
2144.5,438,343
2145.0,438,343
2145.5,438,343
2158.5,438,343
2158.0,438,343
2159.5,438,343
2159.0,438,343
2156.5,438,343
2156.0,438,343
2157.5,438,343
2157.0,438,343
2154.5,438,343
2154.0,438,343
2155.5,438,343
2155.0,438,343
2152.5,438,343
2152.0,438,343
2153.5,438,343
2153.0,438,343
2306.5,148,349
2306.0,148,349
2307.5,148,349
2307.0,148,349
2304.5,148,349
2304.0,148,349
2305.5,148,349
2305.0,148,349
2310.5,148,349
2310.0,148,349
2311.5,148,349
2311.0,148,349
2308.5,148,349
