time,x,y
2200.0,408,344
2200.5,408,344
2201.0,408,344
2201.5,408,344
2202.0,408,344
2202.5,408,344
2203.0,408,344
2203.5,408,344
2204.0,408,344
2204.5,408,344
2205.0,408,344
2205.5,409,343
2206.0,409,343
2206.5,409,343
2207.0,409,343
2207.5,409,343
2192.5,408,344
2192.0,408,344
2193.5,408,344
2193.0,408,344
2194.5,408,344
2194.0,408,344
2195.5,408,344
2195.0,408,344
2196.5,408,344
2196.0,408,344
2197.5,408,344
2197.0,408,344
2198.5,408,344
2198.0,408,344
2199.5,408,344
2199.0,408,344
2185.0,408,344
2185.5,408,344
2184.0,408,344
2184.5,408,344
2187.0,408,344
2187.5,408,344
2186.0,408,344
2186.5,408,344
2189.0,408,344
2189.5,408,344
2188.0,408,344
2188.5,408,344
2191.0,408,344
2191.5,408,344
2190.0,408,344
2190.5,408,344
2177.5,409,345
2177.0,409,346
2176.5,409,346
2176.0,409,346
2179.5,409,344
2179.0,409,345
2178.5,409,345
2178.0,409,345
2181.5,408,344
2181.0,408,344
2180.5,408,344
2180.0,409,344
2183.5,408,344
2183.0,408,344
2182.5,408,344
2182.0,408,344
2234.0,412,341
2234.5,412,341
2235.0,412,341
2235.5,412,341
2232.0,412,341
2232.5,412,341
2233.0,412,341
2233.5,412,341
2238.0,412,341
2238.5,412,341
2239.0,412,341
2239.5,412,341
2236.0,412,341
2236.5,412,341
2237.0,412,341
2237.5,412,341
2226.5,411,342
2226.0,411,342
2227.5,411,342
2227.0,411,342
2224.5,411,342
2224.0,411,342
2225.5,411,342
2225.0,411,342
2230.5,412,341
2230.0,411,342
2231.5,412,341
2231.0,412,341
2228.5,411,342
2228.0,411,342
2229.5,411,342
2229.0,411,342
2219.0,411,342
2219.5,411,342
2218.0,411,342
2218.5,411,342
2217.0,411,342
2217.5,411,342
2216.0,411,342
2216.5,411,342
2223.0,411,342
2223.5,411,342
2222.0,411,342
2222.5,411,342
2221.0,411,342
2221.5,411,342
2220.0,411,342
2220.5,411,342
2211.5,411,342
2211.0,411,342
2210.5,411,342
2210.0,411,342
2209.5,411,342
2209.0,410,342
2208.5,409,343
2208.0,409,343
2215.5,411,342
2215.0,411,342
2214.5,411,342
2214.0,411,342
2213.5,411,342
2213.0,411,342
2212.5,411,342
2212.0,411,342
2268.5,313,371
2268.0,308,370
2269.5,324,384
2269.0,313,376
2270.5,324,384
2270.0,324,384
