time,x,y
0.0,50,478
0.5,50,478
1.0,50,478
1.5,50,478
2.0,50,478
2.5,50,478
3.0,50,478
3.5,50,478
4.0,50,478
4.5,50,478
5.0,50,478
5.5,50,478
6.0,50,478
7.0,50,478
7.5,50,478
8.5,50,478
8.0,50,478
9.5,50,478
9.0,50,478
10.5,50,478
10.0,50,478
11.5,50,478
11.0,50,478
12.5,50,478
12.0,50,478
13.5,50,478
13.0,50,478
14.5,50,478
14.0,50,478
15.5,50,478
15.0,50,478
17.0,50,478
17.5,50,478
16.0,50,478
16.5,50,478
19.0,50,478
19.5,50,478
18.0,50,478
18.5,50,478
21.0,50,478
21.5,50,478
20.0,50,478
20.5,50,478
23.0,50,478
23.5,50,478
22.0,50,478
22.5,50,478
25.5,50,478
25.0,50,478
24.5,50,478
24.0,50,478
27.5,50,478
27.0,50,478
26.5,50,478
26.0,50,478
29.5,50,478
29.0,50,478
28.5,50,478
28.0,50,478
31.5,50,478
31.0,50,478
30.5,50,478
30.0,50,478
34.0,50,478
34.5,50,478
35.0,50,478
35.5,50,478
32.0,50,478
32.5,50,478
33.0,50,478
33.5,50,478
38.0,50,478
38.5,50,478
39.0,50,478
39.5,50,478
36.0,50,478
36.5,50,478
37.0,50,478
37.5,50,478
42.5,50,478
42.0,50,478
43.5,50,478
43.0,50,478
40.5,50,478
40.0,50,478
41.5,50,478
41.0,50,478
46.5,216,413
46.0,168,432
47.5,276,370
47.0,259,392
45.5,109,451
45.0,52,476
51.0,145,291
51.5,144,290
50.0,169,320
50.5,147,297
49.0,188,349
49.5,175,325
48.0,243,353
48.5,203,349
55.0,157,268
55.5,172,268
54.0,149,273
54.5,150,270
53.0,146,279
53.5,148,277
52.0,141,287
52.5,139,286
59.5,177,271
59.0,177,271
58.5,177,271
58.0,177,271
57.5,176,270
57.0,176,270
56.5,176,270
56.0,172,268
63.5,192,271
63.0,179,272
62.5,177,272
62.0,177,272
61.5,177,272
61.0,177,272
60.5,177,272
60.0,177,272
68.5,253,259
68.0,250,259
69.5,253,259
69.0,253,259
70.5,257,261
70.0,253,259
71.5,257,261
71.0,257,261
64.5,205,265
64.0,205,265
65.5,211,261
65.0,205,265
66.5,240,259
66.0,234,259
67.5,245,259
67.0,243,259
76.0,254,253
76.5,254,253
77.0,254,253
77.5,254,253
78.0,254,253
78.5,254,253
79.0,253,253
79.5,253,253
72.0,257,261
72.5,257,261
73.0,257,261
73.5,257,261
74.0,260,259
74.5,260,259
75.0,261,259
75.5,255,254
85.5,242,252
85.0,239,253
84.5,239,253
84.0,243,253
87.5,249,248
87.0,249,248
86.5,249,248
86.0,249,248
81.5,244,253
81.0,253,253
80.5,253,253
80.0,253,253
83.5,244,253
83.0,244,253
82.5,244,253
82.0,244,253
93.0,225,251
93.5,225,251
92.0,233,251
92.5,225,251
95.0,225,251
95.5,225,251
94.0,225,251
94.5,225,251
89.0,249,248
89.5,249,248
88.0,249,248
88.5,249,248
91.0,249,248
91.5,249,248
90.0,249,248
90.5,249,248
102.5,235,252
102.0,226,251
103.5,253,255
103.0,242,252
100.5,225,251
100.0,225,251
101.5,225,251
101.0,225,251
98.5,225,251
98.0,225,251
99.5,225,251
99.0,225,251
96.5,225,251
96.0,225,251
97.5,225,251
97.0,225,251
110.0,339,269
110.5,339,269
111.0,339,269
111.5,339,269
108.0,320,264
108.5,328,265
109.0,329,265
109.5,338,269
106.0,284,264
106.5,290,264
107.0,296,264
107.5,302,264
104.0,260,256
104.5,271,260
105.0,272,261
105.5,281,264
119.5,347,272
119.0,347,272
118.5,347,272
118.0,347,272
117.5,347,272
117.0,347,272
116.5,347,272
116.0,347,272
115.5,347,272
115.0,347,272
114.5,347,272
114.0,347,272
113.5,345,271
113.0,345,271
112.5,339,269
112.0,339,269
127.0,378,271
127.5,378,271
126.0,378,271
126.5,378,271
125.0,378,269
125.5,378,270
124.0,378,269
124.5,378,269
123.0,373,266
123.5,376,268
122.0,373,266
122.5,373,266
121.0,373,266
121.5,373,266
120.0,347,272
120.5,367,266
137.5,406,304
137.0,412,303
136.5,405,296
136.0,402,294
139.5,365,296
139.0,381,302
138.5,393,302
138.0,404,304
141.5,345,302
141.0,345,300
140.5,337,296
140.0,338,296
143.5,341,301
143.0,345,302
142.5,345,302
142.0,345,302
129.0,378,271
129.5,378,271
128.0,378,271
128.5,378,271
131.0,378,271
131.5,369,273
130.0,378,271
130.5,378,271
133.0,362,275
133.5,370,283
132.0,363,274
132.5,362,274
135.0,387,290
135.5,393,293
134.0,374,286
134.5,381,288
152.5,196,278
152.0,197,278
153.5,193,280
153.0,194,280
154.5,193,280
154.0,193,280
155.5,193,280
155.0,193,280
156.5,192,281
156.0,193,280
157.5,179,278
157.0,184,280
158.5,170,277
158.0,170,277
159.5,161,277
159.0,168,277
144.0,328,300
144.5,314,297
145.0,295,296
145.5,283,295
146.0,280,295
146.5,269,294
147.0,255,292
147.5,245,293
148.0,229,290
148.5,218,288
149.0,201,286
149.5,203,282
150.0,203,279
150.5,203,279
151.0,203,279
151.5,202,279
171.5,151,280
171.0,151,280
170.5,151,280
170.0,151,280
169.5,151,280
169.0,151,280
168.5,151,280
168.0,151,280
175.5,151,280
175.0,151,280
174.5,151,280
174.0,151,280
173.5,151,280
173.0,151,280
172.5,151,280
172.0,151,280
163.0,157,279
163.5,155,280
162.0,160,277
162.5,160,277
161.0,160,277
161.5,160,277
160.0,160,277
160.5,160,277
167.0,151,280
167.5,151,280
166.0,151,280
166.5,151,280
165.0,154,280
165.5,151,280
164.0,154,280
164.5,154,280
186.5,151,280
186.0,151,280
187.5,151,280
187.0,151,280
184.5,151,280
184.0,151,280
185.5,151,280
185.0,151,280
190.5,151,280
190.0,151,280
191.5,151,280
191.0,151,280
188.5,151,280
188.0,151,280
189.5,151,280
189.0,151,280
178.0,151,280
178.5,151,280
179.0,151,280
179.5,151,280
176.0,151,280
176.5,151,280
177.0,151,280
177.5,151,280
182.0,151,280
182.5,151,280
183.0,151,280
183.5,151,280
180.0,151,280
180.5,151,280
181.0,151,280
181.5,151,280
205.0,151,280
205.5,151,280
204.0,151,280
204.5,151,280
207.0,151,280
207.5,151,280
206.0,151,280
206.5,151,280
201.0,151,280
201.5,151,280
200.0,151,280
200.5,151,280
203.0,151,280
203.5,151,280
202.0,151,280
202.5,151,280
197.5,151,280
197.0,151,280
196.5,151,280
196.0,151,280
199.5,151,280
199.0,151,280
198.5,151,280
198.0,151,280
193.5,151,280
193.0,151,280
192.5,151,280
192.0,151,280
195.5,151,280
195.0,151,280
194.5,151,280
194.0,151,280
220.0,147,279
220.5,147,279
221.0,147,279
221.5,147,279
222.0,147,279
222.5,147,279
223.0,147,279
223.5,147,279
216.0,151,279
216.5,149,279
217.0,149,279
217.5,148,279
218.0,148,279
218.5,147,279
219.0,147,279
219.5,147,279
212.5,151,280
212.0,151,280
213.5,151,280
213.0,151,280
214.5,151,280
214.0,151,280
215.5,151,280
215.0,151,280
208.5,151,280
208.0,151,280
