time,x,y
2200.0,302,358
2200.5,302,358
2201.0,284,358
2201.5,269,362
2202.0,266,364
2202.5,248,364
2203.0,230,363
2203.5,198,361
2204.0,175,359
2204.5,166,354
2205.0,132,352
2205.5,95,349
2206.0,79,352
2206.5,74,341
2207.0,95,337
2207.5,116,331
2192.5,431,367
2192.0,435,367
2193.5,393,366
2193.0,419,363
2194.5,367,366
2194.0,379,366
2195.5,331,365
2195.0,343,369
2196.5,285,361
2196.0,289,362
2197.5,293,355
2197.0,282,358
2198.5,300,359
2198.0,300,358
2199.5,302,358
2199.0,302,358
2185.0,472,375
2185.5,472,375
2184.0,472,375
2184.5,472,375
2187.0,472,375
2187.5,466,374
2186.0,472,375
2186.5,472,375
2189.0,464,375
2189.5,464,372
2188.0,466,374
2188.5,466,376
2191.0,459,370
2191.5,457,370
2190.0,464,372
2190.5,459,371
2177.5,489,372
2177.0,489,372
2176.5,489,372
2176.0,489,372
2179.5,489,372
2179.0,489,372
2178.5,489,372
2178.0,489,372
2181.5,481,375
2181.0,487,373
2180.5,489,372
2180.0,489,372
2183.5,472,375
2183.0,472,375
2182.5,473,375
2182.0,478,376
2234.0,264,365
2234.5,320,364
2235.0,334,362
2235.5,359,372
2232.0,126,370
2232.5,136,370
2233.0,196,368
2233.5,223,368
2238.0,328,381
2238.5,312,375
2239.0,290,373
2239.5,269,374
2236.0,364,377
2236.5,368,383
2237.0,355,386
2237.5,340,386
2226.5,265,383
2226.0,293,389
2227.5,212,367
2227.0,241,375
2224.5,351,409
2224.0,370,417
2225.5,321,398
2225.0,330,402
2230.5,88,347
2230.0,95,352
2231.5,102,360
2231.0,83,347
2228.5,176,361
2228.0,189,363
2229.5,131,352
2229.0,146,354
2219.0,357,427
2219.5,416,430
2218.0,195,399
2218.5,266,417
2217.0,84,382
2217.5,128,391
2216.0,49,373
2216.5,59,381
2223.0,457,427
2223.5,414,428
2222.0,517,439
2222.5,498,435
2221.0,532,436
2221.5,552,438
2220.0,468,432
2220.5,504,439
2211.5,180,331
2211.0,199,330
2210.5,229,329
2210.0,256,335
2209.5,256,336
2209.0,207,332
2208.5,176,332
2208.0,155,332
2215.5,38,357
2215.0,44,353
2214.5,47,347
2214.0,48,344
2213.5,73,334
2213.0,100,331
2212.5,124,329
2212.0,153,329
2268.5,146,349
2268.0,146,349
2269.5,146,352
2269.0,146,352
2270.5,146,352
2270.0,146,352
