frame,participant4x,participant4y,participant6x,participant6y,participant7x,participant7y,participant8x,participant8y,participant9x,participant9y,participant10x,participant10y,participant11x,participant11y,participant13x,participant13y,participant14x,participant14y,participant15x,participant15y,participant16x,participant16y,beacon1x,beacon1y,beacon2x,beacon2y,beacon3x,beacon3y,beacon4x,beacon4y,beacon5x,beacon5y,beacon6x,beacon6y
100.0,-4.0,7.328077209996259,-4.0,6.449822827303237,-0.9112737784408864,4.875335695635947,2.3233867959716434,2.4345393509884303,5.086227154046995,9.528263707571789,0.6754196195449396,7.617605371130168,1.8305949272659383,5.493071615068999,5.534296904140241,8.34227900037299,3.977872062663174,0.593276762402084,6.848918314061912,4.153506154419986,2.1884837747109245,5.964052592316293,1.5210555762775009,5.8645095113763475,-2.769246549794861,5.015833644162619,4.2469973890339325,-0.8281984334203614,1.3450018649757496,6.255856023871679,4.295346885490478,0.014220440134273815,5.99024617679969,-0.7770048489369614
100.5,-4.0,7.328077209996259,-4.0,6.449822827303237,-0.9112737784408864,4.875335695635947,2.43017530772099,2.45046624393882,5.086227154046995,9.528263707571789,0.6754196195449396,7.617605371130168,1.8305949272659383,5.493071615068999,5.534296904140241,8.34227900037299,3.977872062663174,0.593276762402084,6.878506154419988,4.784324878776566,2.1884837747109245,5.964052592316293,1.5210555762775009,5.8645095113763475,-3.2656657963446563,5.359399477806775,4.226081685938073,0.42149384558000946,1.3450018649757496,6.255856023871679,4.295346885490478,0.014220440134273815,5.99024617679969,-0.7770048489369614
101.0,-3.985751585229398,7.340022379709048,-4.0,6.449822827303237,-0.8607702349869513,4.256462140992163,2.7238437150316948,2.4942651995524017,5.086227154046995,9.528263707571789,0.6754196195449396,7.617605371130168,1.8305949272659383,5.493071615068999,5.534296904140241,8.34227900037299,3.977872062663174,0.593276762402084,6.878506154419988,4.784324878776566,2.1884837747109245,5.964052592316293,1.5210555762775009,5.8645095113763475,-3.7462140992167186,5.287728459530015,5.0082338679597065,0.32934539350988246,1.2302778813875364,6.4475475568817515,4.295346885490478,0.014220440134273815,5.99024617679969,-0.7770048489369614
101.5,-3.985751585229398,7.340022379709048,-4.0,6.449822827303237,-0.8607702349869513,4.256462140992163,2.937420738530392,2.5261189854531807,4.822146587094366,10.1152834763148,0.6754196195449396,7.617605371130168,1.8305949272659383,5.493071615068999,5.534296904140241,8.34227900037299,3.977872062663174,0.593276762402084,6.878506154419988,4.784324878776566,2.1884837747109245,5.964052592316293,1.5210555762775009,5.8645095113763475,-2.953235732935479,5.614798582618413,5.381993659082422,0.38508951883625286,1.00082991421111,6.830930622901889,4.295346885490478,0.014220440134273815,5.718230138008195,0.017633345766505215
102.0,-3.985751585229398,7.340022379709048,-4.0,6.449822827303237,-0.8607702349869513,4.256462140992163,2.937420738530392,2.5261189854531807,4.91017344274524,9.919610220067128,0.6754196195449396,7.617605371130168,1.8305949272659383,5.493071615068999,5.534296904140241,8.34227900037299,3.977872062663174,0.593276762402084,6.878506154419988,4.784324878776566,2.1884837747109245,5.964052592316293,1.5210555762775009,5.8645095113763475,-3.35584669899292,7.016365162252882,5.136674748228263,1.1837094367773204,1.0542241700857815,6.838894069377083,4.3220440134278135,0.018202163371874747,5.024841477060789,2.0022379709063713
102.5,-3.985751585229398,7.340022379709048,-4.0,6.86505967922416,-0.8607702349869513,4.256462140992163,2.937420738530392,2.5261189854531807,4.91017344274524,9.919610220067128,0.6754196195449396,7.617605371130168,1.8305949272659383,5.493071615068999,5.534296904140241,8.34227900037299,3.977872062663174,0.593276762402084,6.878506154419988,4.784324878776566,2.1884837747109245,5.964052592316293,1.5210555762775009,5.8645095113763475,-4.0,9.91961022006712,4.512551286833265,2.761040656471458,1.0542241700857815,6.838894069377083,4.447594181275633,0.24572920552032684,4.910117493472576,2.1939295039164435
103.0,-4.0,8.537952256620649,-4.0,6.88098657217455,-0.8687057068258177,4.4640805669526245,2.921549794852659,2.941355837374111,4.872650130548301,9.496409921671003,0.6754196195449396,7.617605371130168,1.8305949272659383,5.493071615068999,5.534296904140241,8.34227900037299,3.9273685192092387,1.2121503170458752,6.878506154419988,4.784324878776566,2.1884837747109245,5.964052592316293,1.5210555762775009,5.8645095113763475,-3.8464845207012353,8.61360499813501,4.619339798582608,2.7769675494218546,1.0542241700857815,6.838894069377083,4.634474076836991,0.27360126818351205,4.832916822081305,2.8088213353226337
103.5,-3.731760537113022,8.421913465124938,-4.0,7.088604998135011,-0.9538418500559551,5.286590824319276,3.0550354345393416,2.9612644535621016,4.594852666915326,9.037374114136504,0.6754196195449396,7.617605371130168,1.8305949272659383,5.493071615068999,5.534296904140241,8.34227900037299,4.381219694143965,1.2798396120850413,6.878506154419988,4.784324878776566,2.1884837747109245,5.964052592316293,1.5210555762775009,5.8645095113763475,-3.2165796344647575,8.289947780678837,4.614295039164482,3.611422976501295,1.1689481536739947,6.647202536367018,4.583970533383056,0.8924748228273032,4.491635583737406,4.010732935471836
104.0,-3.510248041775462,8.246148825065262,-4.0,7.671643043640422,-0.7936590824319367,5.310481163744868,2.9937057068258035,3.1609194330473684,4.541458411040651,9.02941066766131,0.461842596046246,7.5857515852293815,1.8305949272659383,5.493071615068999,5.534296904140241,8.34227900037299,4.381219694143965,1.2798396120850413,6.878506154419988,4.784324878776566,2.1884837747109245,5.964052592316293,1.5210555762775009,5.8645095113763475,-3.0563968668407355,8.313838120104421,4.640992167101821,3.615404699738896,1.0087653860499763,6.623312196941434,4.6561264453562,1.1120384185005605,4.758606863110771,4.05055016784781
104.5,-3.483550913838126,8.250130548302856,-4.0,7.731368892204394,-0.606779186870579,5.338353226408053,3.4020980977247213,3.013026855650871,4.514761283103315,9.025428944423716,0.27496270048488825,7.557879522566196,1.8305949272659383,5.493071615068999,5.534296904140241,8.34227900037299,4.381219694143965,1.2798396120850413,6.878506154419988,4.784324878776566,2.604811637448705,5.6085415889593335,1.5210555762775009,5.8645095113763475,-3.003002610966064,8.321801566579616,4.731909735173435,4.046568444610216,0.9820682581126405,6.619330473703833,4.490898918314052,1.9226035061544167,4.838698246922782,4.062495337560605
