frame,participant21x,participant21y,participant22x,participant22y,participant24x,participant24y,participant25x,participant25y,participant27x,participant27y,participant28x,participant28y,participant29x,participant29y,participant30x,participant30y,participant31x,participant31y,participant34x,participant34y,participant35x,participant35y,participant36x,participant36y,beacon1x,beacon1y,beacon2x,beacon2y,beacon3x,beacon3y,beacon4x,beacon4y,beacon5x,beacon5y,beacon6x,beacon6y
930.0,3.0345862652534024,4.229847688607805,1.4926516433597499,4.579210831032327,4.849291885632844,2.7481784982631083,1.2773937828449249,5.902226774739447,2.466179745256966,3.270864879308796,3.2700187049078053,5.751180190611905,2.2509218847421337,4.593880823015937,2.09183219025563,5.917983432795921,0.8199786229624948,4.755794067872088,4.121795671149901,3.113298298744091,3.1682818206110213,3.2844482052195474,1.4845818117039187,3.4414714527478267,4.714251358332582,3.503954751937286,3.37563017725126,4.8052373741872145,4.230097087378631,2.5466019417475607,2.6948873251981738,3.8440812327424823,2.3017101629999033,3.8364745702324683,2.7885543778391337,5.173073839850346
930.5,3.0345862652534024,4.229847688607805,1.4926516433597499,4.579210831032327,4.991057272646287,2.940518393159344,1.2773937828449249,5.902226774739447,2.466179745256966,3.270864879308796,3.2700187049078053,5.751180190611905,2.2509218847421337,4.593880823015937,2.09183219025563,5.917983432795921,0.8199786229624948,4.755794067872088,4.121795671149901,3.113298298744091,3.1682818206110213,3.2844482052195474,1.4845818117039187,3.4414714527478267,4.714251358332582,3.503954751937286,3.37563017725126,4.8052373741872145,4.230097087378631,2.5466019417475607,2.6948873251981738,3.8440812327424823,2.3017101629999033,3.8364745702324683,2.6213948516967918,5.359437071345852
931.0,3.0345862652534024,4.229847688607805,1.4926516433597499,4.579210831032327,5.047225438674616,2.9416050592322023,1.2773937828449249,5.902226774739447,2.466179745256966,3.270864879308796,3.2700187049078053,5.751180190611905,2.2509218847421337,4.593880823015937,2.09183219025563,5.917983432795921,0.8199786229624948,4.755794067872088,4.121795671149901,3.113298298744091,3.1682818206110213,3.2844482052195474,1.4845818117039187,3.4414714527478267,4.714251358332582,3.503954751937286,3.37563017725126,4.8052373741872145,4.036198450164772,2.9220450699207206,2.6948873251981738,3.8440812327424823,2.3017101629999033,3.8364745702324683,2.6213948516967918,5.359437071345852
931.5,3.0345862652534024,4.229847688607805,1.4926516433597499,4.579210831032327,5.215729936759587,2.9448650574507838,1.2773937828449249,5.902226774739447,2.466179745256966,3.270864879308796,3.2700187049078053,5.751180190611905,2.2509218847421337,4.593880823015937,2.09183219025563,5.917983432795921,0.8199786229624948,4.755794067872088,4.121795671149901,3.113298298744091,3.1682818206110213,3.2844482052195474,1.4845818117039187,3.4414714527478267,4.714251358332582,3.503954751937286,3.37563017725126,4.8052373741872145,4.204702948249746,2.925305068139302,2.6948873251981738,3.8440812327424823,2.3017101629999033,3.8364745702324683,2.6213948516967918,5.359437071345852
932.0,3.0345862652534024,4.229847688607805,1.4926516433597499,4.579210831032327,5.215729936759587,2.9448650574507838,1.2773937828449249,5.902226774739447,2.466179745256966,3.270864879308796,3.2700187049078053,5.751180190611905,2.2509218847421337,4.593880823015937,2.09183219025563,5.917983432795921,0.8199786229624948,4.755794067872088,4.09371158813574,3.1127549657076656,3.1682818206110213,3.2844482052195474,1.4845818117039187,3.4414714527478267,4.714251358332582,3.503954751937286,3.37563017725126,4.8052373741872145,4.204702948249746,2.925305068139302,2.6948873251981738,3.8440812327424823,2.3017101629999033,3.8364745702324683,2.6213948516967918,5.359437071345852
932.5,3.0345862652534024,4.229847688607805,1.4926516433597499,4.579210831032327,4.660773136189533,3.8821145452925805,1.2773937828449249,5.902226774739447,2.466179745256966,3.270864879308796,3.2700187049078053,5.751180190611905,2.2509218847421337,4.593880823015937,2.09183219025563,5.917983432795921,0.8199786229624948,4.755794067872088,4.09371158813574,3.1127549657076656,3.1682818206110213,3.2844482052195474,1.4845818117039187,3.4414714527478267,4.714251358332582,3.503954751937286,3.37563017725126,4.8052373741872145,4.1779638371782255,3.1143849648169564,2.6948873251981738,3.8440812327424823,2.3017101629999033,3.8364745702324683,2.6213948516967918,5.359437071345852
933.0,3.0345862652534024,4.229847688607805,1.4926516433597499,4.579210831032327,4.549781776075527,4.069564442860951,1.2773937828449249,5.902226774739447,2.466179745256966,3.270864879308796,3.2700187049078053,5.751180190611905,2.2509218847421337,4.593880823015937,2.09183219025563,5.917983432795921,0.8199786229624948,4.755794067872088,4.09371158813574,3.1127549657076656,3.1682818206110213,3.2844482052195474,1.4845818117039187,3.4414714527478267,4.714251358332582,3.503954751937286,3.37563017725126,4.8052373741872145,4.1779638371782255,3.1143849648169564,2.6948873251981738,3.8440812327424823,2.3017101629999033,3.8364745702324683,2.6213948516967918,5.359437071345852
933.5,3.0345862652534024,4.229847688607805,1.4926516433597499,4.579210831032327,4.549781776075527,4.069564442860951,1.2773937828449249,5.902226774739447,2.466179745256966,3.270864879308796,3.2700187049078053,5.751180190611905,2.2509218847421337,4.593880823015937,2.09183219025563,5.917983432795921,0.8199786229624948,4.755794067872088,4.09371158813574,3.1127549657076656,3.1682818206110213,3.2844482052195474,1.4845818117039187,3.4414714527478267,4.714251358332582,3.503954751937286,3.37563017725126,4.8052373741872145,4.1779638371782255,3.1143849648169564,2.6948873251981738,3.8440812327424823,2.3017101629999033,3.8364745702324683,2.6213948516967918,5.359437071345852
934.0,3.0345862652534024,4.229847688607805,1.4926516433597499,4.579210831032327,4.549781776075527,4.069564442860951,1.2773937828449249,5.902226774739447,2.466179745256966,3.270864879308796,3.3515810100650114,5.373563730293029,2.2509218847421337,4.593880823015937,2.09183219025563,5.917983432795921,0.8199786229624948,4.755794067872088,4.09371158813574,3.1127549657076656,3.1682818206110213,3.2844482052195474,1.4845818117039187,3.4414714527478267,4.882755856417553,3.5072147501558675,3.37563017725126,4.8052373741872145,4.1779638371782255,3.1143849648169564,2.6948873251981738,3.8440812327424823,2.3017101629999033,3.8364745702324683,2.6213948516967918,5.359437071345852
934.5,3.0345862652534024,4.229847688607805,1.4926516433597499,4.579210831032327,4.549781776075527,4.069564442860951,1.2773937828449249,5.902226774739447,2.466179745256966,3.270864879308796,3.3515810100650114,5.373563730293029,2.2509218847421337,4.593880823015937,2.09183219025563,5.917983432795921,0.8199786229624948,4.755794067872088,4.290300169234875,3.1165582969626726,3.1682818206110213,3.2844482052195474,1.4845818117039187,3.4414714527478267,4.882755856417553,3.5072147501558675,3.37563017725126,4.8052373741872145,4.1779638371782255,3.1143849648169564,2.6948873251981738,3.8440812327424823,2.3017101629999033,3.8364745702324683,2.5384875745969495,5.547430301950655
935.0,3.0345862652534024,4.229847688607805,1.4926516433597499,4.579210831032327,4.549781776075527,4.069564442860951,1.2773937828449249,5.902226774739447,2.466179745256966,3.270864879308796,3.3515810100650114,5.373563730293029,2.2509218847421337,4.593880823015937,2.09183219025563,5.917983432795921,0.8199786229624948,4.755794067872088,4.290300169234875,3.1165582969626726,3.1682818206110213,3.2844482052195474,1.4845818117039187,3.4414714527478267,4.882755856417553,3.5072147501558675,3.37563017725126,4.8052373741872145,4.1779638371782255,3.1143849648169564,2.6948873251981738,3.8440812327424823,2.3017101629999033,3.8364745702324683,2.764505210652885,5.74140019595616
